,Unnamed: 0,R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought.seconds.,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO.TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought.seconds.,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO.TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_odds,B_odds
821,822,Damian Stasiak,Brian Kelleher,Piotr Michalak,2017-10-21,"Gdansk, Poland",Blue,False,Bantamweight,3,1,0,0,3.5,2.5,2.5,1.5,13.0,4.5,0.0,0.0,7.5,1.5,0.0,4.5,2.0,0.0,0.0,15.5,6.0,0.38,0.5,1.5,0.5,0.165,18.5,9.0,1,1,4.5,3.0,1.5,1.5,20.0,7.0,0.0,0.0,16.0,5.0,0.0,1.0,0.5,0.0,0.0,21.5,8.5,0.375,1.0,0.5,0.5,0.5,22.0,8.5,2,123.0,0,0,0,0,0,1,0,1,Switch,167.64,167.64,135,1,0,0,9.25,3.25,1.75,0.75,50.25,15.0,2.0,1.75,43.25,12.75,0.0,1.5,1.5,2.5,0.5,54.0,17.5,0.45,0.75,4.75,2.25,0.5675,57.0,20.25,2,2,9.75,5.75,10.25,6.0,51.0,20.5,4.25,3.0,46.75,16.5,0.0,9.0,7.25,3.5,0.25,65.5,29.5,0.3825,1.0,3.5,1.75,0.575,84.25,47.0,10,678.0,0,0,0,0,0,2,0,2,Orthodox,165.1,177.8,135.0,31.0,27.0,-115,-105
823,824,Artem Lobov,Andre Fili,Marc Goddard,2017-10-21,"Gdansk, Poland",Blue,False,Featherweight,3,1,0,0,10.375,6.75,6.5,3.75,76.75,26.625,10.625,5.5,75.75,23.375,0.25,7.75,5.75,0.875,0.375,93.875,35.875,0.35625,0.125,3.5,1.5,0.48375,104.5,45.125,1,4,7.875,5.0,4.875,2.375,58.5,22.375,7.75,4.75,58.5,20.375,0.125,4.75,4.125,1.125,0.25,71.125,29.5,0.405,0.625,3.375,1.5,0.3825,81.375,38.875,18,586.75,0,0,0,2,2,0,0,4,Orthodox,180.34,187.96,145,1,0,0,15.8,9.0,6.8,3.0,126.2,52.4,1.4,1.2,98.2,31.4,0.0,20.4,16.2,0.4,0.0,134.4,56.6,0.358,0.0,2.0,0.6,0.25,145.4,65.6,2,3,28.4,18.6,13.0,9.0,131.6,65.6,6.6,5.4,102.2,42.4,0.2,20.6,19.0,1.6,0.0,151.2,80.0,0.486,0.2,3.6,1.2,0.282,204.6,128.0,17,1020.0,1,0,0,2,0,0,0,2,Southpaw,175.26,165.1,145.0,27.0,31.0,150,-170
826,827,Felipe Arantes,Josh Emmett,Tomasz Bronder,2017-10-21,"Gdansk, Poland",Blue,False,Featherweight,3,1,0,0,24.3333333333333,15.666666666666698,15.0,11.666666666666698,134.0,47.3333333333333,2.3333333333333304,1.6666666666666698,110.666666666667,31.6666666666667,0.0,16.3333333333333,13.333333333333302,0.666666666666667,0.0,151.333333333333,60.6666666666667,0.39,0.33333333333333304,5.0,2.6666666666666696,0.22,157.333333333333,65.3333333333333,2,1,17.0,10.0,15.666666666666698,8.33333333333333,142.333333333333,48.0,3.0,2.0,137.0,42.6666666666667,0.0,7.0,5.66666666666667,0.33333333333333304,0.0,161.0,58.3333333333333,0.3666666666666671,0.0,2.3333333333333304,1.33333333333333,0.4166666666666671,177.0,72.0,9,900.0,0,0,1,1,0,0,0,2,Orthodox,167.64,177.8,145,1,0,0,8.5,5.6,4.4,2.4,43.5,18.8,11.4,7.9,44.1,18.0,0.1,6.7,5.5,0.9,0.7,59.3,29.1,0.515,0.7,1.6,0.9,0.253,74.1,42.2,2,5,14.6,9.5,6.6,3.8,57.0,17.4,12.2,6.6,57.2,15.5,0.0,4.0,2.8,3.5,0.5,75.8,27.8,0.4,0.1,3.8,2.2,0.488,115.1,59.8,25,717.2,0,0,0,2,1,2,0,5,Orthodox,172.72,185.42,135.0,32.0,29.0,200,-240
827,828,Tony Ferguson,Kevin Lee,Herb Dean,2017-10-07,"Las Vegas, Nevada, USA",Red,True,Lightweight,5,0,5,0,12.272727272727302,9.54545454545454,7.63636363636364,5.90909090909091,61.8181818181818,18.3636363636364,15.5454545454545,11.0,72.0,25.0,0.0,0.7272727272727271,0.7272727272727271,2.6363636363636402,0.0909090909090909,85.0,35.2727272727273,0.44727272727272704,1.0,5.454545454545451,2.2727272727272703,0.439090909090909,106.0,54.0909090909091,5,2,8.54545454545454,6.0,5.36363636363636,3.7272727272727297,53.7272727272727,22.9090909090909,3.2727272727272703,2.6363636363636402,48.0,18.272727272727302,0.18181818181818202,5.81818181818182,5.0,0.18181818181818202,0.0,62.363636363636395,29.2727272727273,0.45818181818181797,0.545454545454545,2.09090909090909,0.545454545454545,0.179090909090909,72.4545454545455,38.0909090909091,23,588.0,0,0,1,3,1,4,0,9,Orthodox,175.26,195.58,170,0,9,0,12.5384615384615,7.923076923076921,2.69230769230769,1.61538461538462,113.53846153846202,45.84615384615379,4.38461538461539,3.61538461538462,95.30769230769229,32.9230769230769,0.23076923076923103,12.7692307692308,10.2307692307692,0.384615384615385,0.153846153846154,120.615384615385,51.0769230769231,0.411538461538462,1.0,1.07692307692308,0.46153846153846206,0.32,130.30769230769198,59.9230769230769,9,1,14.307692307692301,7.6153846153846105,2.92307692307692,0.6923076923076921,91.2307692307692,31.538461538461497,3.0,1.3076923076923102,76.3846153846154,21.1538461538462,0.23076923076923103,6.46153846153846,4.769230769230769,0.23076923076923103,0.153846153846154,97.1538461538462,33.5384615384615,0.322307692307692,0.0769230769230769,2.84615384615385,0.538461538461538,0.113076923076923,99.30769230769229,35.3076923076923,28,586.461538461538,1,0,1,3,2,5,1,12,Orthodox,180.34,193.04,155.0,25.0,33.0,-290,245
828,829,Demetrious Johnson,Ray Borg,Dan Miragliotta,2017-10-07,"Las Vegas, Nevada, USA",Red,True,Flyweight,5,0,2,0,7.142857142857139,5.571428571428571,6.0,3.85714285714286,18.0,4.0,16.1428571428571,11.5714285714286,31.857142857142897,13.142857142857098,0.0,1.14285714285714,0.7142857142857142,5.857142857142861,0.28571428571428603,40.1428571428571,19.4285714285714,0.5228571428571429,1.57142857142857,5.71428571428571,2.71428571428571,0.581428571428572,64.28571428571429,41.1428571428571,3,2,11.0,7.71428571428571,7.857142857142861,6.428571428571429,34.4285714285714,10.857142857142902,5.28571428571429,4.71428571428571,33.4285714285714,11.4285714285714,0.0,3.14285714285714,2.85714285714286,1.42857142857143,0.42857142857142894,47.571428571428605,22.0,0.3728571428571429,0.14285714285714302,2.14285714285714,0.857142857142857,0.165714285714286,70.8571428571429,43.71428571428571,19,773.285714285714,0,0,0,3,0,2,0,5,Orthodox,162.56,160.02,135,0,12,0,25.875,19.75,28.0625,21.375,84.75,36.0,8.375,6.875,75.9375,30.375,0.1875,19.375,14.125,2.875,0.1875,121.1875,64.25,0.53375,0.625,7.8125,4.0625,0.44,165.125,103.9375,12,2,18.875,12.5625,16.4375,11.125,80.625,19.5,2.6875,1.75,70.8125,13.25,0.0625,10.0625,6.5625,1.5625,0.125,99.75,32.375,0.334375,0.5,5.625,1.625,0.261875,137.9375,66.0,59,1072.3125,12,0,1,7,2,4,0,14,Orthodox,160.02,167.64,125.0,24.0,31.0,-1000,650
829,830,Fabricio Werdum,Walt Harris,Herb Dean,2017-10-07,"Las Vegas, Nevada, USA",Red,False,Heavyweight,3,0,2,0,10.2857142857143,5.428571428571429,4.28571428571429,2.14285714285714,49.28571428571429,16.1428571428571,6.142857142857139,4.28571428571429,46.8571428571429,14.857142857142902,0.7142857142857142,2.57142857142857,2.28571428571429,0.0,0.0,59.71428571428571,22.571428571428598,0.36428571428571394,0.14285714285714302,0.28571428571428603,0.0,0.0,62.571428571428605,25.142857142857103,2,4,7.28571428571429,4.0,3.71428571428571,1.57142857142857,54.28571428571429,19.2857142857143,4.71428571428571,2.42857142857143,47.71428571428571,13.285714285714299,0.14285714285714302,7.71428571428571,6.0,0.42857142857142894,0.0,62.71428571428571,23.285714285714302,0.3828571428571429,0.0,2.14285714285714,0.42857142857142894,0.117142857142857,73.8571428571429,32.4285714285714,13,462.428571428571,0,0,0,0,3,0,0,3,Southpaw,195.58,195.58,250,1,0,0,11.1538461538462,8.384615384615389,8.46153846153846,6.153846153846151,70.3846153846154,36.6923076923077,8.615384615384611,5.6153846153846105,66.8461538461538,31.2307692307692,0.307692307692308,9.461538461538462,8.846153846153848,1.15384615384615,0.0,87.46153846153851,48.461538461538495,0.5723076923076921,0.23076923076923103,2.3076923076923097,0.538461538461538,0.153076923076923,105.0,64.1538461538462,6,4,5.3846153846153895,3.76923076923077,6.76923076923077,4.92307692307692,55.769230769230795,19.692307692307697,2.46153846153846,2.15384615384615,49.84615384615379,16.076923076923098,0.307692307692308,9.76923076923077,6.923076923076921,0.23076923076923103,0.0,65.0,26.7692307692308,0.440769230769231,0.0769230769230769,0.923076923076923,0.615384615384615,0.196153846153846,76.1538461538462,37.1538461538462,30,614.692307692308,3,0,0,3,4,2,0,9,Orthodox,193.04,195.58,231.0,34.0,40.0,-210,175
831,832,Beneil Dariush,Evan Dunham,Dan Miragliotta,2017-10-07,"Las Vegas, Nevada, USA",Draw,False,Lightweight,3,0,4,0,12.176470588235302,7.588235294117651,11.882352941176501,7.64705882352941,153.470588235294,57.0,5.705882352941179,3.58823529411765,155.529411764706,57.6470588235294,0.11764705882352902,3.3529411764705896,3.0,1.05882352941176,0.0588235294117647,171.058823529412,68.2352941176471,0.398235294117647,0.882352941176471,4.41176470588235,1.52941176470588,0.33764705882352897,194.0,87.5882352941177,4,6,12.0588235294118,8.23529411764706,10.0,5.882352941176469,97.4117647058823,33.058823529411804,2.88235294117647,1.5882352941176499,91.52941176470591,27.2941176470588,0.294117647058824,6.705882352941179,5.0,0.47058823529411803,0.17647058823529396,110.294117647059,40.5294117647059,0.40882352941176503,0.411764705882353,4.23529411764706,0.823529411764706,0.143529411764706,125.235294117647,53.5882352941176,43,720.294117647059,0,0,3,5,1,1,1,11,Southpaw,177.8,177.8,155,1,0,0,15.090909090909099,9.81818181818182,12.4545454545455,8.09090909090909,57.363636363636395,22.818181818181802,6.545454545454549,4.454545454545451,54.1818181818182,19.6363636363636,0.272727272727273,7.09090909090909,5.90909090909091,1.8181818181818201,0.0,76.3636363636364,35.363636363636395,0.47454545454545505,0.45454545454545503,3.18181818181818,0.818181818181818,0.26454545454545497,84.4545454545455,42.363636363636395,5,3,15.3636363636364,9.0,6.63636363636364,4.36363636363636,59.363636363636395,20.818181818181802,2.2727272727272703,1.8181818181818201,48.7272727272727,14.272727272727302,0.272727272727273,4.18181818181818,3.7272727272727297,0.7272727272727271,0.0909090909090909,68.2727272727273,27.0,0.406363636363636,0.545454545454545,1.45454545454545,0.36363636363636404,0.20454545454545497,82.1818181818182,38.1818181818182,23,553.818181818182,0,0,1,3,1,3,0,8,Southpaw,177.8,182.88,155.0,35.0,28.0,-230,190
832,833,Tom Duquesnoy,Cody Stamann,Chris Tognoni,2017-10-07,"Las Vegas, Nevada, USA",Blue,False,Bantamweight,3,0,1,0,18.0,14.0,19.0,9.0,91.0,49.0,50.0,36.0,135.0,74.0,0.0,7.0,6.0,6.0,0.0,160.0,94.0,0.58,0.0,12.0,8.0,0.66,194.0,124.0,1,0,16.0,12.0,13.0,5.0,135.0,53.0,4.0,2.0,127.0,41.0,0.0,9.0,7.0,0.0,0.0,152.0,60.0,0.39,0.0,1.0,0.0,0.0,177.0,78.0,3,900.0,0,0,0,1,0,0,0,1,Orthodox,167.64,162.56,135,0,1,0,15.0,14.0,20.0,17.0,26.0,18.0,3.0,1.0,28.0,16.0,2.0,6.0,6.0,0.0,0.0,49.0,36.0,0.73,0.0,0.0,0.0,0.0,49.0,36.0,1,0,14.0,11.0,24.0,15.0,48.0,21.0,1.0,1.0,53.0,20.0,0.0,6.0,6.0,0.0,0.0,73.0,37.0,0.5,0.0,4.0,2.0,0.5,80.0,42.0,2,328.0,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,135.0,27.0,24.0,-160,140
833,834,Lando Vannata,Bobby Green,Herb Dean,2017-10-07,"Las Vegas, Nevada, USA",Draw,False,Lightweight,3,3,0,0,20.1428571428571,13.0,6.71428571428571,5.428571428571429,91.1428571428571,40.8571428571429,5.571428571428571,4.28571428571429,68.14285714285711,25.571428571428598,0.14285714285714302,15.142857142857098,12.0,0.5714285714285711,0.28571428571428603,103.42857142857099,50.571428571428605,0.474285714285714,0.14285714285714302,2.42857142857143,0.5714285714285711,0.214285714285714,113.142857142857,59.428571428571395,4,3,17.428571428571402,8.571428571428571,6.142857142857139,3.0,110.285714285714,36.1428571428571,5.0,3.28571428571429,93.1428571428571,26.714285714285698,0.28571428571428603,10.857142857142902,7.142857142857139,0.7142857142857142,0.0,121.42857142857099,42.4285714285714,0.34285714285714297,0.0,3.85714285714286,0.857142857142857,0.0785714285714286,132.857142857143,51.571428571428605,17,695.428571428571,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,155,1,0,0,17.6666666666667,9.66666666666667,6.66666666666667,3.6666666666666696,85.0,37.0,2.6666666666666696,1.33333333333333,61.6666666666667,21.6666666666667,0.666666666666667,15.0,10.6666666666667,0.0,0.0,94.3333333333333,42.0,0.4,0.0,1.0,0.33333333333333304,0.33333333333333304,96.0,43.6666666666667,1,2,20.0,14.333333333333302,9.0,5.66666666666667,99.0,50.0,0.0,0.0,75.3333333333333,30.0,0.0,12.666666666666698,11.333333333333302,0.0,0.0,108.0,55.6666666666667,0.616666666666667,1.0,2.3333333333333304,0.666666666666667,0.0933333333333333,110.666666666667,58.3333333333333,6,480.666666666667,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,155.0,31.0,25.0,-175,155
835,836,Matt Schnell,Marco Beltran,Chris Tognoni,2017-10-07,"Las Vegas, Nevada, USA",Red,False,Flyweight,3,1,0,0,8.5,5.5,9.5,7.0,34.5,9.25,8.0,4.75,40.0,12.75,0.25,3.5,2.75,0.75,0.25,52.0,21.0,0.4025,0.25,1.25,0.5,0.3125,70.25,37.0,3,1,7.0,4.5,4.0,3.5,30.25,8.25,9.5,5.75,33.0,10.25,0.0,3.75,2.75,1.75,0.0,43.75,17.5,0.54,0.75,2.0,1.25,0.6875,61.75,33.5,9,595.25,0,0,1,1,0,1,0,3,Orthodox,172.72,175.26,125,2,0,0,3.5,2.5,7.5,5.0,28.5,10.0,0.5,0.0,28.5,8.5,0.0,4.5,4.0,1.0,0.0,36.5,15.0,0.41,0.5,0.5,0.5,0.5,48.0,26.0,0,2,6.0,5.5,13.0,9.0,16.0,8.5,12.5,11.5,32.0,21.0,0.5,3.5,2.5,0.5,0.0,41.5,29.0,0.71,0.5,4.5,2.0,0.685,55.0,42.0,2,245.5,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135.0,31.0,27.0,-125,105
836,837,John Moraga,Magomed Bibulatov,Jason Herzog,2017-10-07,"Las Vegas, Nevada, USA",Red,False,Flyweight,3,0,1,0,19.0,10.0,7.0,4.0,58.0,16.0,50.0,31.0,89.0,36.0,0.0,7.0,5.0,9.0,0.0,115.0,51.0,0.44,0.0,7.0,2.0,0.28,165.0,94.0,1,0,4.0,2.0,0.0,0.0,28.0,7.0,3.0,3.0,26.0,7.0,0.0,1.0,1.0,0.0,0.0,31.0,10.0,0.32,0.0,0.0,0.0,0.0,56.0,31.0,3,900.0,0,0,0,1,0,0,0,1,Orthodox,165.1,165.1,125,0,1,0,13.3636363636364,8.18181818181818,9.18181818181818,6.545454545454549,60.0909090909091,18.6363636363636,9.27272727272727,8.0,56.454545454545496,18.4545454545455,0.0909090909090909,8.72727272727273,6.545454545454549,1.27272727272727,0.0909090909090909,78.5454545454545,33.1818181818182,0.41272727272727294,0.9090909090909091,2.45454545454545,0.6363636363636359,0.24090909090909102,94.1818181818182,46.7272727272727,2,5,11.909090909090901,7.90909090909091,7.18181818181818,4.63636363636364,63.363636363636395,23.2727272727273,9.0,6.90909090909091,56.2727272727273,17.4545454545455,0.18181818181818202,11.3636363636364,9.45454545454546,3.18181818181818,0.0,79.5454545454545,34.8181818181818,0.46363636363636407,0.36363636363636404,4.09090909090909,2.3636363636363598,0.517272727272727,99.0909090909091,51.545454545454504,31,783.0,1,0,1,1,1,3,0,6,Orthodox,167.64,167.64,125.0,29.0,33.0,425,-550
837,838,Thales Leites,Brad Tavares,Chris Tognoni,2017-10-07,"Las Vegas, Nevada, USA",Blue,False,Middleweight,3,0,2,0,11.4285714285714,7.5,10.5714285714286,6.857142857142861,79.8571428571429,30.071428571428598,2.28571428571429,1.64285714285714,70.35714285714289,22.571428571428598,0.0714285714285714,10.9285714285714,8.5,0.5714285714285711,0.14285714285714302,92.7142857142857,38.5714285714286,0.4178571428571429,0.0,3.28571428571429,1.07142857142857,0.24071428571428602,106.07142857142901,50.928571428571395,5,4,10.2857142857143,6.071428571428571,12.5714285714286,8.28571428571429,55.428571428571395,20.7857142857143,3.0,2.35714285714286,47.928571428571395,16.5,0.28571428571428603,12.785714285714299,8.85714285714286,0.5714285714285711,0.0714285714285714,71.0,31.428571428571402,0.4821428571428571,0.5,4.57142857142857,1.21428571428571,0.223571428571429,92.1428571428571,51.071428571428605,37,764.428571428571,0,0,2,7,1,0,0,10,Orthodox,185.42,187.96,185,0,1,0,3.61111111111111,2.05555555555556,5.0,2.77777777777778,48.1111111111111,15.8888888888889,9.16666666666667,6.388888888888889,53.0,18.0555555555556,0.222222222222222,5.66666666666667,4.94444444444444,3.38888888888889,0.0,62.27777777777779,25.0555555555556,0.40888888888888897,0.944444444444444,6.44444444444444,1.77777777777778,0.28555555555555606,78.2777777777778,39.3888888888889,5,6,6.27777777777778,4.33333333333333,6.44444444444444,4.5,64.8888888888889,26.0,6.888888888888889,5.0,62.8333333333333,22.9444444444444,0.111111111111111,9.111111111111109,8.22222222222222,0.5,0.111111111111111,78.2222222222222,35.5,0.422222222222222,0.166666666666667,0.555555555555556,0.33333333333333304,0.0672222222222222,90.7777777777778,46.77777777777779,48,739.055555555556,1,0,1,4,2,5,0,12,Orthodox,185.42,198.12,185.0,29.0,36.0,155,-175
838,839,Ovince Saint Preux,Yushin Okami,Leon Roberts,2017-09-22,"Saitama, Saitama, Japan",Red,False,Light Heavyweight,5,1,0,0,4.44444444444444,3.94444444444444,4.38888888888889,3.8333333333333304,52.27777777777779,15.166666666666698,13.2777777777778,8.11111111111111,63.27777777777779,21.3333333333333,0.222222222222222,2.22222222222222,1.8333333333333302,3.38888888888889,0.0,69.9444444444444,27.111111111111104,0.382777777777778,0.444444444444444,3.22222222222222,1.5,0.3833333333333329,103.944444444444,57.3888888888889,4,5,6.44444444444444,3.72222222222222,10.6111111111111,8.11111111111111,59.0555555555556,16.8888888888889,2.61111111111111,1.88888888888889,54.5555555555556,13.833333333333302,0.277777777777778,11.2777777777778,9.33333333333333,0.5,0.111111111111111,72.2777777777778,26.888888888888896,0.37444444444444397,0.38888888888888895,3.61111111111111,0.555555555555556,0.11333333333333301,88.5,41.77777777777779,48,734.444444444444,1,0,2,6,4,0,1,13,Southpaw,187.96,190.5,170,0,1,0,9.30769230769231,5.692307692307691,5.53846153846154,3.30769230769231,54.230769230769205,20.307692307692303,6.46153846153846,4.6153846153846105,53.0,19.7692307692308,0.153846153846154,3.92307692307692,2.76923076923077,0.8461538461538459,0.0769230769230769,66.23076923076921,28.2307692307692,0.495384615384615,0.23076923076923103,1.84615384615385,0.6923076923076921,0.32,74.9230769230769,36.0769230769231,4,5,9.07692307692308,6.0,6.46153846153846,4.53846153846154,42.4615384615385,20.2307692307692,7.076923076923079,5.46153846153846,33.5384615384615,14.8461538461538,0.0769230769230769,13.3846153846154,9.38461538461539,1.53846153846154,0.0,56.0,30.2307692307692,0.526923076923077,0.23076923076923103,3.92307692307692,1.38461538461538,0.14615384615384602,72.9230769230769,45.230769230769205,32,622.0,1,1,0,1,4,2,0,8,Southpaw,190.5,203.2,205.0,36.0,34.0,-430,345
839,840,Claudia Gadelha,Jessica Andrade,John Sharp,2017-09-22,"Saitama, Saitama, Japan",Blue,False,Women's Strawweight,3,1,0,0,20.6363636363636,14.4545454545455,28.5454545454545,16.9090909090909,98.2727272727273,45.0909090909091,8.18181818181818,6.09090909090909,109.363636363636,49.0909090909091,0.0909090909090909,5.0,4.545454545454549,1.90909090909091,0.0,135.0,68.0909090909091,0.552727272727273,0.45454545454545503,3.3636363636363598,1.72727272727273,0.54,160.272727272727,90.1818181818182,3,4,15.8181818181818,11.1818181818182,18.818181818181802,12.5454545454545,92.8181818181818,40.7272727272727,8.90909090909091,5.36363636363636,92.0909090909091,35.8181818181818,0.0909090909090909,12.6363636363636,11.6363636363636,0.9090909090909091,0.0,120.545454545455,58.636363636363605,0.45727272727272705,0.545454545454545,2.81818181818182,0.7272727272727271,0.252727272727273,137.272727272727,72.8181818181818,26,670.5454545454551,1,0,1,3,1,2,0,7,Orthodox,154.94,157.48,115,0,2,0,11.833333333333302,7.83333333333333,11.333333333333302,7.0,102.333333333333,38.3333333333333,9.66666666666667,6.83333333333333,109.166666666667,42.5,0.166666666666667,2.3333333333333304,1.8333333333333302,3.1666666666666696,0.0,123.333333333333,52.1666666666667,0.3933333333333329,0.833333333333333,7.83333333333333,4.5,0.676666666666667,151.0,77.3333333333333,2,2,16.0,12.5,15.0,10.1666666666667,131.833333333333,46.3333333333333,1.5,0.833333333333333,119.166666666667,34.0,0.166666666666667,13.166666666666698,10.833333333333302,0.0,0.0,148.333333333333,57.3333333333333,0.326666666666667,0.0,1.0,0.166666666666667,0.0833333333333333,166.666666666667,72.6666666666667,18,880.5,1,0,0,3,0,1,0,4,Orthodox,162.56,160.02,115.0,25.0,28.0,-290,245
840,841,Takanori Gomi,Dong Hyun Ma,Steve Perceval,2017-09-22,"Saitama, Saitama, Japan",Blue,False,Lightweight,3,0,1,0,9.33333333333333,6.33333333333333,17.0,10.3333333333333,68.0,26.3333333333333,5.33333333333333,4.33333333333333,77.0,30.6666666666667,0.0,4.0,4.0,3.3333333333333304,0.33333333333333304,90.3333333333333,41.0,0.506666666666667,0.0,3.3333333333333304,2.0,0.553333333333333,136.333333333333,83.0,1,2,17.6666666666667,12.666666666666698,20.6666666666667,13.333333333333302,94.6666666666667,40.3333333333333,17.3333333333333,11.666666666666698,111.333333333333,50.3333333333333,1.0,3.6666666666666696,2.3333333333333304,1.33333333333333,0.666666666666667,132.666666666667,65.3333333333333,0.563333333333333,0.33333333333333304,2.0,1.33333333333333,0.33333333333333304,170.333333333333,100.333333333333,9,746.333333333333,0,0,0,1,0,0,0,1,Orthodox,180.34,177.8,155,4,0,0,14.0,9.0,3.1666666666666696,2.6666666666666696,74.0833333333333,26.8333333333333,1.08333333333333,0.916666666666667,61.0,19.0833333333333,0.166666666666667,3.3333333333333304,2.3333333333333304,0.25,0.0833333333333333,78.3333333333333,30.4166666666667,0.2825,0.0,0.33333333333333304,0.0833333333333333,0.0416666666666667,87.4166666666667,39.25,2,8,8.75,6.33333333333333,2.75,1.9166666666666698,73.0833333333333,28.8333333333333,5.16666666666667,3.4166666666666696,68.0,24.25,0.25,4.25,3.5833333333333304,0.916666666666667,0.0,81.0,34.1666666666667,0.41,0.833333333333333,2.5,1.0,0.365,98.0,49.8333333333333,22,439.166666666667,0,0,1,1,2,0,0,4,Southpaw,170.18,177.8,155.0,29.0,39.0,290,-350
842,843,Teruto Ishihara,Rolando Dy,John Sharp,2017-09-22,"Saitama, Saitama, Japan",Red,False,Featherweight,3,1,0,0,12.0,5.0,5.0,1.0,60.0,19.0,0.0,0.0,44.0,9.0,0.0,9.0,6.0,1.0,0.0,65.0,20.0,0.3,0.0,4.0,1.0,0.25,66.0,21.0,0,1,14.0,10.0,11.0,5.0,76.0,42.0,6.0,4.0,75.0,38.0,1.0,4.0,3.0,1.0,0.0,93.0,51.0,0.54,1.0,0.0,0.0,0.0,99.0,56.0,2,600.0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,2,0,0,12.2,7.4,4.4,2.0,67.2,32.2,3.6,2.6,55.4,22.2,1.0,7.6,7.2,0.4,0.0,75.2,36.8,0.514,0.0,1.2,0.0,0.0,79.8,40.4,2,3,9.8,6.6,6.6,4.4,74.4,28.6,4.8,3.2,66.4,22.6,0.0,9.6,7.0,1.8,0.0,85.8,36.2,0.426,0.4,3.6,3.0,0.68,101.2,50.4,12,637.2,0,0,0,0,2,0,0,2,Southpaw,170.18,175.26,135.0,27.0,26.0,-155,135
